"api_number","reported_on","barrels_oil","mcf_gas","barrels_water","days_producing"
"4900536083","20070801","0","840.1","0",""
"4900550029","20070901","0","519","330",""
"4900553927","20050501","0","425.94","141.05",""
"4900536017","20070801","0","872.96","0",""
"4900536122","20070701","0","124.93","0",""
"4900536124","20070801","0","1055.86","0",""
"4900536333","20070801","0","970.92","0",""
"4900536334","20070801","0","773.14","216.07",""
"4900536335","20070801","0","553.04","0",""
"4900536336","20070801","0","168.95","0",""
"4900547290","20070801","0","1297.97","702.15",""
"4900536337","20070801","0","549.01","39.06",""
"4900536338","20070201","0","31.92","0",""
"4900536339","20070801","0","93","0",""
"4900535208","20070801","0","491.97","0",""
"4900536340","20070801","0","239.01","0",""
"4900535737","20040901","0","779.1","66.9",""
"4900535745","20070601","0","30","0",""
"4900535747","20070801","0","367.04","0",""
"4900535546","20070301","0","53.01","0",""
"4900535755","20040901","0","135.9","30",""
"4900538252","20070801","0","0","7.13",""
"4900539963","20040401","0","1575","155.1",""
"4900540239","20070801","0","0","13.02",""
"4900535739","20070801","0","35.96","0",""
"4900535740","20070201","0","1.96","0",""
"4900540651","20061201","0","26.04","0",""
"4900543667","20070801","0","753.92","0",""
"4900540795","20070801","0","2075.14","0",""
"4900535547","20070801","0","337.9","0",""
"4900535548","20060901","0","87.9","0",""
"4900535584","20070801","0","439.89","0",""
"4900540796","20070101","0","291.09","0",""
"4900536341","20070801","0","488.87","0",""
"3306100144","19861001","0","0","1240",""
"3306100012","19840501","0","270.01","0",""
"3306100038","19990601","0","17.1","0",""
"3306100139","20050701","0",".93","0",""
"3306100492","20131101","0","473.1","0",""
"3306100150","20080101","0","0","35.96",""
"3306100390","20081001","0","3.1","0",""
"3306100071","19651101","0","0","603",""
"3306100010","19651001","0","0","49.91",""
"3306100376","19910301","0","0","1.86",""
"3306100468","19971101","0","47.1","0",""
"3306100153","19600201","0","0","1160",""
"3306100134","19691101","0","0","93",""
"3306100064","19690901","0","0","156",""
"3306100525","20131101","0","21.9","0",""
"3306100501","20140901","0","15","0",""
"3306100136","20091101","0","140.1","0",""
"3306100367","19971001","0","0","5668.97",""
"3306100316","19870401","0","0","30",""
"3306100130","19620401","0","0",".9",""
"3306100439","19920101","0","0","29.14",""
"3306100149","19830601","0","0","578.1",""
"3306100132","19781101","0","0","182.1",""
"3306100127","19940501","0","79.98","0",""
"3306100021","19660101","0","0","23.87",""
"3306100403","19990601","0","0","1305",""
"3306100328","19980701","0","0","32563.95",""
"3306100060","19600601","0","0","1287",""
"3306100087","19630501","0","0","953.87",""
"3306100053","19660901","0","0","129.9",""
"3306100141","19690101","0","0","872.96",""
"3306100075","19801101","0","363.9","0",""
"3306100391","19950901","0","14.1","0",""
"3306100487","20061201","0","0","100.13",""
"3306100399","19921101","0","27","0",""
"3306100749","20140901","0","30.9","95.1",""
"3306100893","20120401","0","0","965.1",""
"3306100941","20140101","0","0","39.06",""
"3306101108","20140901","0","0","4629.9",""
"3306101151","20140901","0",".9","15.9",""
"3306101728","20130101","0","2427.92","0",""
"3306102496","20131001","0","21.08","0",""
"3306100490","20140701",".93","0","0",""
"3306100408","20081201",".93","0",".93",""
"3306100113","19720501",".93","0","0",""
"3306100400","20100401",".9","0","0",""
"3306100407","20081201",".93","0",".93",""
"3306100518","20140801",".93","0","0",""
"3306100863","20140901",".9",".9","0",""
"3306101386","20140501",".93","4.96","0",""
"3306101282","20140901",".9","0",".9",""
"3306100289","19830301","1.86","0","204.91",""
"3306100069","19770701","1.86","0","17.05",""
"3306100236","19880701","1.86","0","0",""
"3306100143","19610201","1.96","0","1400",""
"3306100380","19930501","3.1","22.94","0",""
"3306100929","20140101","3.1","3.1","3.1",""
"3306101095","20140401","3","0","6",""
"3306101170","20140301","3.1","0","0",""
"3306100147","19670301","4.03","0","35.96",""
"3306100392","20021001","4.96","0","0",""
"3306100484","20120801","4.96","0","89.9",""
"3306100396","20040501","4.96","0","0",""
"3306100386","20030701","4.96","0","4538.09",""
"3306100039","20050801","4.96","212.97","1422.9",""
"3306100083","19720601","5.1","0","167.1",""
"3306100034","19950901","5.1","42.9","54",""
"3306100429","19941001","5.89","49.91","1164.98",""
"3306100142","19840101","5.89","0","26.04",""
"3306101158","20120501","5.89","3.1","36.89",""
"3306100230","19880601","6","0","0",""
"3306100373","19900201","5.88","0","355.04",""
"3306100497","20140101","7.13","16.12","0",""
"3306100076","19930401","6.9","0","0",""
"3306100423","19940201","7","0","0",""
"3306100131","19730701","8.06","0","132.06",""
"3306100111","19730701","8.06","0","89.9",""
"3306100272","19870701","8.06","0","206.15",""
"3306100084","19631201","8.06","0","451.05",""
"3306100379","19890601","8.1","0","0",""
"3306100353","19880901","8.1","0","32.1",""
"3306100471","20020601","8.1","0","0",""
"3306100368","19880901","8.1","0","0",""
"3306100416","20120301","8.99","0","0",""
"3306100126","20100901","9","9.9","30",""
"3306100381","20081201","9.92","93","513.98",""
"3306100011","19660501","9.92","0","0",""
"3306100412","19900601","12","0","48",""
"3306101143","20140901","12","87.9","1391.1",""
"3306102714","20140901","12","6","0",""
"3306102871","20140901","12","75.9","51.9",""
"3306100100","19701001","13.02","0","102.92",""
"3306100249","19981201","13.02","0","299.15",""
"3306100364","19980401","12.9","117","0",""
"3306100274","19870501","13.95","0","500.03",""
"3306100135","19681001","13.95","0","131.13",""
"3306102796","20140501","13.95","9.92","0",""
"3306100099","19561101","14.1","0","0",""
"3306100065","19990901","14.1","24.9","78",""
"3306102688","20140901","14.1","0","200.1",""
"3306100493","20140801","14.88","0","0",""
"3306100389","20000501","14.88","0","687.89",""
"3306100217","19861101","15","5.1","78",""
"3306100058","19690201","15.12","0","63",""
"3306100085","19770701","17.05","0","327.05",""
"3306100081","19591201","17.05","12.09","239.94",""
"3306100342","20140101","17.05","0","3227.1",""
"3306100020","19910401","17.1","431.1","609.9",""
"3306102396","20140901","17.1","5.1","0",""
"3306100051","19681001","17.98","0","2010.97",""
"3306100067","19690901","18","0","480",""
"3306100752","20140601","18","0","0",""
"3306100061","19670301","18.91","0","1979.97",""
"3306100404","20000701","18.91","0","432.14",""
"3306100447","19970301","20.15","0","0",""
"3306100024","19700801","21.08","0","230.95",""
"3306100315","19841001","22.01","0","0",""
"3306100369","19930501","22.01","13.95","0",""
"3306100054","19770901","21.9","0","105",""
"3306100155","19860701","22.94","0","159.96",""
"3306100431","19950601","23.1",".9","291.9",""
"3306100456","20111101","24","33","228",""
"3306100199","19790901","24","192","0",""
"3306100360","20000901","24.9","0","5969.1",""
"3306100009","19650401","24.9","0","219.9",""
"3306100208","19920401","24.9","0","204",""
"3306101132","20140901","24.9","5.1","384.9",""
"3306100450","19960501","27.9","32.86","3386.13",""
"3306100247","19831001","27.9","27.9","0",""
"3306100223","19850401","27","14.1","0",""
"3306100325","19890601","27","0","210",""
"3306100154","19620701","27.9","0","29.14",""
"3306100363","20140901","27.9","39","753",""
"3306100107","19620601","27.9","0","188.1",""
"3306100309","20120501","30.07","0","91.14",""
"3306100109","19660701","30.07","0","1789.01",""
"3306100152","19601101","30","0","1067.1",""
"3306100028","19771101","30.9","0","0",""
"3306100263","20140901","30.9","0","369.9",""
"3306100062","19731201","31.93","0","0",""
"3306100019","19601001","32.86","0","395.87",""
"3306100022","19771201","32.86","0","349.99",""
"3306100080","19690401","32.1","0","594",""
"3306100089","19760601","32.1","0","495",""
"3306100102","19810201","29.96","66.08","540.12",""
"3306100140","19831201","34.1","35.96","278.07",""
"3306100016","19780501","34.1","0","342.86",""
"3306100771","20140901","33","12.9","0",""
"3306100199","19830301","35.03","23.87","0",""
"3306100105","19690501","36.89","0","256.06",""
"3306100118","19700301","36.89","0","394.94",""
"3306100073","19660401","36","0","770.1",""
"3306101040","20140801","38.13","25.11","65.1",""
"3306100215","19840701","39.06","0","3200.13",""
"3306100509","20140901","38.1","80.1","5.1",""
"3306100465","20080501","39.99","8.06","1864.96",""
"3306100266","19830901","39","0","0",""
"3306100365","19921101","39","6","0",""
"3306100440","19941001","40.92","0","0",""
"3306100234","20140901","39.9","0","1010.1",""
"3306100048","19710501","41.85","0","2246.88",""
"3306101441","20140901","41.1","36","8.1",""
"3306101935","20140901","41.1","15","1142.1",""
"3306100077","19980401","42","231.9","245.1",""
"3306100276","19920401","42","24.9","587.1",""
"3306100070","19720601","44.1","0","249.9",""
"3306100410","19900701","45.88","0","0",""
"3306100043","19780501","45.88","0","160.89",""
"3306100005","20020701","45.88","129.89","1105.15",""
"3306100092","19721101","45.9","0","390",""
"3306100354","20080501","48.05","9.92","1540.08",""
"3306101666","20140801","48.05","54.87","22.94",""
"3306100114","19870601","47.1","33.9","57.9",""
"3306100023","19831101","47.1","252.9","177.9",""
"3306100117","19620701","48.98","0","1482.11",""
"3306100337","19860601","48.9","0","147",""
"3306101156","20140801","51.15","61.07","0",""
"3306100352","20140901","50.1","129.9","5031.9",""
"3306100359","20140901","50.1","69.9","3614.1",""
"3306100096","19721101","50.1","0","330",""
"3306100444","19960601","51.9","0","6558",""
"3306100121","19660401","51.9","0","615.9",""
"3306100384","20090301","54.87","5.89","337.9",""
"3306100125","19660401","53.1","0","687.9",""
"3306100401","20040301","54.87","0","0",""
"3306100029","19800901","54","0","389.1",""
"3306101873","20140901","54.9","60.9","150",""
"3306100128","19720601","56.1","0","468.9",""
"3306100346","20140801","58.9","43.09","2549.13",""
"3306100244","20140901","57","0","2094.9",""
"3306100122","19780601","57","0","108",""
"3306100240","19821001","62","0","136.09",""
"3306100015","20140901","60","819.9","1089.9",""
"3306100341","20140601","60","0","36",""
"3306102478","20140801","62","0","0",""
"3306100252","19930301","63.86","0","0",""
"3306100265","19811001","65.1","0","0",""
"3306100129","19750701","66.03","0","249.86",""
"3306100068","19711001","66.96","0","13.02",""
"3306100151","19840101","67.89","0","547.15",""
"3306100104","19650401","69","0","252",""
"3306100314","19981001","71.92","0","0",""
"3306100632","20140801","71.92","0","0",""
"3306100110","19660401","69.9","0","1316.1",""
"3306102802","20140901","69.9","120.9","5430",""
"3306101793","20140901","71.1","45","173.1",""
"3306100350","19930601","72","0","248.1",""
"3306100494","20140901","72","68.1","12",""
"3306100030","19720101","75.95","0","4790.12",""
"3306100304","19920801","76.88","0","39.99",""
"3306100817","20140901","75","36","30.9",""
"3306100461","19951001","79.05","0","3232.06",""
"3306100252","20140901","78","0","1302",""
"3306100082","19600901","78.9","0","875.1",""
"3306100589","20140901","80.1","138.9","33",""
"3306100260","19810301","83.08","0","0",""
"3306102479","20140701","83.08","13.02","159.03",""
"3306100901","20140901","81.9","8.1","0",""
"3306100088","19690801","84.94","0","647.9",""
"3306100500","20140901","83.1","162.9","80.1",""
"3306100003","19680701","85.87","0","894.97",""
"3306100101","19980401","83.1","474.9","1308.9",""
"3306100253","19840601","84","0","806.1",""
"3306100766","20140901","84.9","18","483",""
"3306100027","19710101","89.9","0","788.95",""
"3306100063","19860101","89.9","380.06","1133.05",""
"3306100091","20140901","87.9","1965.9","5196",""
"3306100013","19720601","87.9","0","935.1",""
"3306101859","20140901","87.9","44.1","723.9",""
"3306100331","20140901","89.1","0","317.1",""
"3306102675","20140901","90","99","1407",""
"3306100482","20131201","93.93","40.92","948.91",""
"3306100116","19580901","92.1","0","92.1",""
"3306100224","20140901","93","0","1197",""
"3306100427","20140901","93.9","0","2480.1",""
"3306100402","20140901","95.1","90","69",""
"3306100095","19720601","98.1","0","410.1",""
"3306100098","19720601","99","0","1472.1",""
"3306100751","20140801","102.92","58.9","49.91",""
"3306100225","19851101","101.1","0","1217.1",""
"3306100757","20140901","101.1","35.1","240",""
"3306100845","20140901","102","81.9","306.9",""
"3306100157","19680601","104.1","0","480",""
"3306100042","20140901","105.9","0","6611.1",""
"3306100308","20140901","105.9","0","3926.1",""
"3306100097","19630501","111.91","0","1053.07",""
"3306100521","20140901","108.9","86.1","351.9",""
"3306100025","19720701","114.08","0","9025.03",""
"3306100078","19730701","114.08","0","439.89",""
"3306100222","20140901","113.1","0","4905",""
"3306100952","20140901","114.9","75","0",""
"3306100056","19720601","117","0","2271.9",""
"3306100826","20120601","117","87.9","0",""
"3306100426","20140901","119.1","0","156",""
"3306101630","20140601","119.1","164.1","110.1",""
"3306100418","19901101","120","0","26.1",""
"3306100040","19720601","120.9","0","1328.1",""
"3306100137","19650301","124.93","0","79.98",""
"3306100037","19990101","127.1","36.89","955.11",""
"3306100498","20100901","126.9","0","0",""
"3306100320","19880801","132.99","0","541.88",""
"3306100338","19890801","134.85","0","1767",""
"3306100397","19910201","122.92","0","5313",""
"3306102896","20140901","135","0","14.1",""
"3306100853","20140901","138","72.9","72",""
"3306100303","20140901","138.9","0","689.1",""
"3306100445","19970301","144.15","394.94","1240.93",""
"3306100001","19630801","149.11","0","0",""
"3306100473","20140901","147.9","8322.9","5906.1",""
"3306102477","20140801","153.14","0","0",""
"3306100074","20140901","149.1","855","1895.1",""
"3306100042","19950101","154.07","0","17.05",""
"3306100006","20000101","155","13493.06","1675.86",""
"3306100358","20070101","156.86","10.85","8006.99",""
"3306100422","20140901","153","90","3063",""
"3306100031","19650101","160.89","0","2245.02",""
"3306100017","19851101","159","1212","4031.1",""
"3306100138","19641201","165.85","0","2317.87",""
"3306101100","20140901","162.9","99","18",""
"3306100762","20140901","164.1","98.1","192.9",""
"3306100007","19720601","165","0","558",""
"3306100115","19720601","165.9","0","1358.1",""
"3306100158","19650401","165.9","0","1548",""
"3306100688","20140901","167.1","263.1","198.9",""
"3306101319","20140801","172.98","167.09","75.02",""
"3306100544","20140901","168","294","363.9",""
"3306100133","19590701","175.15","0","22.94",""
"3306100478","20140901","170.1","6518.1","2013",""
"3306100259","19811001","177.01","0","501.89",""
"3306100989","20140901","174","363.9","1097.1",""
"3306100032","19690901","174.9","0","4569",""
"3306100106","19670101","182.9","0","2609.89",""
"3306101137","20140601","177","185.1","117",""
"3306102019","20140901","183","627.9","15629.1",""
"3306100093","20140901","183.9","2468.1","2708.1",""
"3306100680","20140901","188.1","452.1","252",""
"3306100912","20140901","189","330","1118.1",""
"3306100696","20140801","199.95","66.03","35.03",""
"3306100631","20140901","195","431.1","398.1",""
"3306100268","19850601","195","221.1","254.1",""
"3306100967","20140801","203.98","101.06","39.06",""
"3306100221","19811001","204.91","0","3639.09",""
"3306100362","20140901","201","0","1488",""
"3306102817","20140901","207.9","8.1","4836.9",""
"3306100685","20140901","210.9","270","147.9",""
"3306100066","20140901","212.1","2729.1","5237.1",""
"3306100050","19751101","215.1","0","1475.1",""
"3306100046","20111001","231.88","4256.92","822.12",""
"3306100203","19781101","225","0","771",""
"3306100883","20140901","228","480.9","633",""
"3306100481","20010501","238.08","0","0",""
"3306100398","19910101","239.01","243.97","0",""
"3306101066","20140901","236.1","425.1","171",""
"3306100388","20140901","237.9","90","4221",""
"3306100271","20140901","243.9","0","642.9",""
"3306100202","19781101","245.1","0","1830",""
"3306100479","20140901","246","0","3420",""
"3306100491","20140901","249","9.9","116.1",""
"3306100382","19890801","261.02","0","0",""
"3306100041","19620401","252.9","0","248.1",""
"3306101254","20140901","258","279","1631.1",""
"3306101403","20140901","258.9","279.9","6629.1",""
"3306100642","20140901","264","279.9","899.1",""
"3306101739","20140801","275.9","576.91","402.07",""
"3306100210","19821101","270","0","255",""
"3306100281","20140901","273","0","93",""
"3306100266","19811201","282.1","0","0",""
"3306101120","20140901","276","324","2088",""
"3306100710","20140901","288","314.1","192.9",""
"3306100033","19770601","302.1","0","1173.9",""
"3306100481","20140901","303","140.1","963.9",""
"3306100049","19580901","303","0","96",""
"3306101431","20140901","306","588.9","1329",""
"3306100057","19590101","318.06","0","2790",""
"3306101149","20140901","308.1","333","786.9",""
"3306101430","20140901","312.9","69.9","1815",""
"3306100108","19620601","321","0","125.1",""
"3306102059","20140901","321","216.9","264",""
"3306100854","20140901","327","32.1","24.9",""
"3306101288","20140901","329.1","611.1","254.1",""
"3306101498","20140901","329.1","642","294",""
"3306102708","20140901","330","260.1","7836",""
"3306100559","20140901","333","183.9","422.1",""
"3306100026","19650901","335.1","0","3272.1",""
"3306100884","20140901","336","852","1439.1",""
"3306100718","20140901","336.9","194.1","95.1",""
"3306100045","19810101","357.12","0","2683.05",""
"3306100930","20140901","347.1","57","24.9",""
"3306100871","20140901","348","30","2.1",""
"3306101406","20140901","350.1","381","2234.1",""
"3306100055","19710801","363.94","0","336.04",""
"3306100527","20140301","367.97","323.02","13.95",""
"3306101701","20140501","372.93","0","61.07",""
"3306100964","20140901","366.9","342","2772",""
"3306101194","20100901","375","396","18660",""
"3306100411","20140801","388.12","80.91","234.98",""
"3306100708","20140901","377.1","125.1","728.1",""
"3306100357","20140901","378.9","30","1791",""
"3306100580","20140901","380.1","45","492.9",""
"3306101747","20140901","380.1","294","669.9",""
"3306101016","20140901","383.1","560.1","408",""
"3306100385","20140901","393.9","90","747",""
"3306100722","20140901","396.9","258","270",""
"3306100825","20140901","399","798.9","435",""
"3306100816","20140901","401.1","279","666",""
"3306101639","20140901","401.1","263.1","147.9",""
"3306100885","20140901","402.9","513.9","185.1",""
"3306100603","20140901","408","657","125.1",""
"3306100514","20140801","424.08","122.14","562.03",""
"3306101490","20140901","411.9","479.1","962.1",""
"3306101053","20140901","417","318","1548.9",""
"3306102031","20140901","420.9","60","1194",""
"3306100651","20140601","423","366","24.9",""
"3306100278","19820201","395.08","0","13741",""
"3306101168","20140901","423.9","582.9","4412.1",""
"3306100086","20140901","426.9","1977.9","1515",""
"3306100044","19730501","443.92","0","2400.95",""
"3306100489","20140901","435.9","663","234",""
"3306101339","20140701","451.05","625.89","380.06",""
"3306102167","20140901","437.1","120.9","591",""
"3306100605","20140601","438.9","324","138.9",""
"3306101722","20140901","447.9","204.9","1103.1",""
"3306100004","19650601","449.1","0","2819.1",""
"3306101449","20140901","452.1","479.1","1652.1",""
"3306100347","19930401","453","99.9","729.9",""
"3306101109","20140901","453.9","300","201",""
"3306101298","20140901","453.9","521.1","1665.9",""
"3306101448","20140901","459","902.1","834.9",""
"3306100944","20140901","462.9","387","1338",""
"3306100822","20140801","482.05","579.08","122.14",""
"3306100572","20140901","467.1","329.1","56.1",""
"3306102906","20140901","468.9","387.9","84.9",""
"3306100894","20140901","470.1","1083.9","548.1",""
"3306100598","20140901","474.9","501","309.9",""
"3306101393","20140901","485.1","368.1","1368.9",""
"3306100047","19960301","513.05","1337.96","2581.99",""
"3306100976","20140901","498.9","312.9","474",""
"3306101344","20140601","498.9","204","447.9",""
"3306100541","20140901","500.1","189","174.9",""
"3306100123","19590101","518.94","0","209.87",""
"3306100900","20140901","503.1","356.1","479.1",""
"3306100552","20140901","504.9","303","381",""
"3306101015","20140901","507","576","1643.1",""
"3306100913","20140901","510.9","440.1","810",""
"3306100823","20140901","512.1","363.9","77.1",""
"3306100504","20140901","513","183.9","449.1",""
"3306101307","20140901","513.9","302.1","471",""
"3306101160","20140901","519","435","1005",""
"3306100668","20140901","519.9","483.9","255.9",""
"3306100990","20140901","524.1","534","180.9",""
"3306100571","20140901","531.9","126","1308",""
"3306101014","20140901","531.9","324","4482.9",""
"3306101253","20140901","536.1","624.9","1317",""
"3306100008","19681001","558","0","3808.04",""
"3306100502","20140901","540.9","573.9","708",""
"3306100480","20140901","546.9","300","2130",""
"3306100659","20140901","552","894.9","455.1",""
"3306101521","20140901","552.9","521.1","1604.1",""
"3306102092","20140901","555","255.9","2957.1",""
"3306100947","20140901","557.1","408","158.1",""
"3306101172","20140901","558.9","582.9","1046.1",""
"3306101237","20140901","564","120.9","1068",""
"3306100120","19590101","589","0","100.13",""
"3306101250","20140901","570","497.1","7401.9",""
"3306101740","20140801","593.96","1125.92","594.89",""
"3306100809","20140901","576.9","435.9","693.9",""
"3306101025","20140901","578.1","266.1","440.1",""
"3306100505","20140901","579","779.1","309",""
"3306101287","20140901","581.1","504.9","353.1",""
"3306100793","20140901","582","555.9","183",""
"3306100974","20140901","582","339.9","270.9",""
"3306101703","20140801","602.95","421.91","249.86",""
"3306101457","20140901","585.9","1029.9","302.1",""
"3306101574","20140901","587.1","582","1752.9",""
"3306101357","20140901","591","683.1","200.1",""
"3306100671","20140901","594","1121.1","221.1",""
"3306100619","20140701","616.9","340.07","54.87",""
"3306101101","20140901","597","561.9","965.1",""
"3306100629","20140901","597","477","432.9",""
"3306100716","20140901","600","621","488.1",""
"3306100739","20140901","600","1032.9","275.1",""
"3306100778","20140901","609","776.1","420.9",""
"3306101034","20140901","615","798","579",""
"3306100538","20140901","623.1","1212","984",""
"3306101333","20140901","623.1","509.1","318.9",""
"3306101225","20140901","623.1","636.9","1958.1",""
"3306100801","20140901","629.1","291.9","506.1",""
"3306101274","20140101","654.1","2170","479.88",""
"3306100035","19810401","633.9","0","2850.9",""
"3306100935","20140901","645","888","317.1",""
"3306101290","20140901","645","905.1","293.1",""
"3306101115","20140901","651","657","1565.1",""
"3306101169","20140901","657","446.1","1601.1",""
"3306101012","20140901","665.1","350.1","30.9",""
"3306101036","20140901","668.1","468","512.1",""
"3306100920","20140901","669","726","702",""
"3306101513","20140901","671.1","1833","1925.1",""
"3306100819","20140901","672.9","473.1","194.1",""
"3306100917","20140901","675","470.1","245.1",""
"3306100723","20140901","675.9","602.1","345",""
"3306100950","20140901","678.9","1230.9","320.1",""
"3306102269","20140901","680.1","677.1","87",""
"3306101128","20140901","683.1","899.1","1179.9",""
"3306100562","20140901","684.9","546","408",""
"3306101147","20140901","696","1163.1","699",""
"3306102492","20140901","696.9","2010.9","2001",""
"3306100702","20140901","704.1","776.1","828.9",""
"3306102026","20140901","708","744","617.1",""
"3306100975","20140901","711.9","446.1","515.1",""
"3306101047","20140901","711.9","453","1973.1",""
"3306100513","20140901","713.1","450","141.9",""
"3306101221","20140901","714","1346.1","2435.1",""
"3306101239","20140901","717","648.9","1670.1",""
"3306101197","20140901","720.9","1113","1212.9",""
"3306101144","20140901","722.1","1023.9","174",""
"3306101242","20140301","747.1","758.88","275.9",""
"3306100550","20140901","723.9","1841.1","552.9",""
"3306100792","20140901","726.9","431.1","413.1",""
"3306101164","20140901","728.1","480","435",""
"3306100788","20140901","732.9","396.9","548.1",""
"3306101204","20140901","734.1","633.9","945.9",""
"3306101750","20140901","735","720","840.9",""
"3306101110","20140901","738","516","2403",""
"3306100593","20140901","738.9","534.9","408",""
"3306102025","20140901","747.9","654","389.1",""
"3306100977","20140901","750","1917.9","467.1",""
"3306100706","20140901","752.1","525","1814.1",""
"3306100732","20140901","755.1","480","192",""
"3306100921","20140901","755.1","1184.1","621.9",""
"3306101190","20140901","764.1","539.1","519.9",""
"3306100799","20140901","767.1","582.9","213.9",""
"3306100191","20140901","768","5549.1","5364",""
"3306100971","20140901","770.1","827.1","693.9",""
"3306101046","20140901","776.1","720","1364.1",""
"3306100530","20140901","777","872.1","933",""
"3306100754","20140901","777","354.9","285",""
"3306100997","20140901","783","831.9","1059.9",""
"3306100945","20140901","786","654","426.9",""
"3306100776","20140901","788.1","887.1","444.9",""
"3306101126","20140901","792","618.9","1545.9",""
"3306101721","20140901","792.9","576","801",""
"3306101453","20140801","819.95","1203.11","761.98",""
"3306101759","20140901","797.1","420.9","875.1",""
"3306101726","20140901","801","770.1","438.9",""
"3306102122","20140901","810","1020.9","312.9",""
"3306101044","20140901","810.9","1326","908.1",""
"3306101167","20140901","813","981","999.9",""
"3306100635","20140501","842.89","610.08","60.14",""
"3306102002","20120901","816.9","489.9","945",""
"3306100615","20140901","819","773.1","78.9",""
"3306101432","20140901","819","927.9","669",""
"3306100560","20140901","824.1","926.1","75",""
"3306101024","20140901","825","240","1968",""
"3306100601","20140901","825.9","411.9","126.9",""
"3306101395","20140901","825.9","771","1605.9",""
"3306100780","20140901","827.1","939","135",""
"3306101205","20140901","828","720","989.1",""
"3306101466","20140901","831","635.1","1817.1",""
"3306101934","20140901","837","567.9","186",""
"3306101309","20140901","840","966","2049",""
"3306101019","20140901","840.9","308.1","429.9",""
"3306100979","20140901","842.1","537","329.1",""
"3306101056","20140901","843.9","414","285",""
"3306101182","20140901","846.9","662.1","1235.1",""
"3306100855","20140901","849.9","2069.1","440.1",""
"3306102004","20140901","851.1","906.9","552",""
"3306100962","20140901","855","440.1","558",""
"3306101300","20140901","858.9","843.9","609",""
"3306101286","20140901","861","683.1","1503",""
"3306100719","20140901","863.1","408.9","120.9",""
"3306100951","20140901","863.1","885","594.9",""
"3306101354","20140901","863.1","120.9","501",""
"3306101039","20140901","866.1","473.1","104.1",""
"3306101660","20140901","867","888.9","791.1",""
"3306100676","20140901","867.9","492","411",""
"3306101086","20140901","870","987","792.9",""
"3306101198","20140901","872.1","468","1484.1",""
"3306101392","20140901","873","366","645",""
"3306101558","20140901","876","483","947.1",""
"3306101828","20140901","879.9","870","1610.1",""
"3306100849","20140901","881.1","923.1","99.9",""
"3306101337","20140901","885","1008","554.1",""
"3306101510","20140901","885.9","845.1","336.9",""
"3306101261","20140901","887.1","993.9","735",""
"3306100836","20140901","888","546.9","185.1",""
"3306100867","20140901","890.1","498.9","411.9",""
"3306100829","20140901","890.1","417.9","764.1",""
"3306101175","20140901","891.9","804.9","1668",""
"3306101263","20140901","891.9","813.9","147",""
"3306101208","20140901","893.1","3.9","3495",""
"3306101233","20140901","893.1","206.1","1629",""
"3306101621","20140901","893.1","1155","1854",""
"3306101192","20140901","896.1","702","1104.9",""
"3306102251","20140901","897.9","165.9","599.1",""
"3306100669","20140901","900","918","150",""
"3306101528","20140901","900.9","1232.1","369",""
"3306100770","20140901","902.1","1415.1","621",""
"3306101844","20140901","903","2600.1","1761",""
"3306101434","20140901","906.9","528.9","1694.1",""
"3306100146","20100401","909","0","7836",""
"3306100647","20140901","909","348","188.1",""
"3306101070","20140901","911.1","746.1","773.1",""
"3306101018","20140901","912","429","6.9",""
"3306101800","20140901","918.9","1104","705",""
"3306102044","20140901","927","1080","425.1",""
"3306101405","20140901","927.9","1440","1773.9",""
"3306100677","20140901","930","1022.1","620.1",""
"3306100555","20140901","933","897.9","609",""
"3306102023","20140901","933.9","1599","500.1",""
"3306100939","20140901","941.1","1145.1","819.9",""
"3306101353","20140901","945","1191.9","696.9",""
"3306101794","20140901","947.1","1167.9","215.1",""
"3306101033","20140901","951","593.1","257.1",""
"3306100534","20140901","953.1","252","261",""
"3306101756","20140901","953.1","417","1049.1",""
"3306100531","20140901","954.9","1019.1","504.9",""
"3306101764","20140901","954.9","1248","444",""
"3306101760","20140901","962.1","701.1","3705.9",""
"3306100602","20140901","963","459","350.1",""
"3306101831","20140901","963","1158.9","753.9",""
"3306101166","20140901","965.1","1590","741",""
"3306101367","20140901","966.9","1205.1","1026",""
"3306100814","20140901","971.1","582.9","536.1",""
"3306100858","20140901","972","353.1","252.9",""
"3306101835","20140601","972.9","1547.1","128.1",""
"3306101754","20140901","978","1218","788.1",""
"3306100933","20140901","981.9","1838.1","342.9",""
"3306101065","20140901","981.9","504","185.1",""
"3306100881","20140901","983.1","1319.1","347.1",""
"3306101060","20140901","986.1","299.1","890.1",""
"3306101389","20140901","987","192","5594.1",""
"3306101695","20140901","987","1157.1","1236",""
"3306100910","20140901","992.1","540","683.1",""
"3306100736","20140901","993.9","296.1","359.1",""
"3306100928","20140901","995.1","297.9","111",""
"3306100880","20140901","996","1040.1","1553.1",""
"3306101986","20140901","999","966.9","828",""
"3306101057","20140901","1007.1","1910.1","443.1",""
"3306101809","20140901","1007.1","903.9","516.9",""
"3306100938","20140901","1008.9","1488.9","896.1",""
"3306101358","20140901","1011","1524","527.1",""
"3306101031","20140901","1011.9","713.1","405.9",""
"3306101064","20140901","1013.1","435.9","420",""
"3306100623","20140901","1014","0","3747",""
"3306102544","20140901","1014","522.9","1407.9",""
"3306100953","20140801","1061.13","1497.92","1221.09",""
"3306102244","20140901","1026.9","1347","423.9",""
